pressure,temperature
925.0,298.75
905.0,297.95
850.0,293.75
753.0,284.34999999999997
749.0,283.95
747.0,283.95
737.0,284.95
731.0,284.54999999999995
728.0,285.34999999999997
700.0,283.15
688.0,282.34999999999997
635.0,276.54999999999995
616.0,274.75
609.0,274.75
573.0,271.45
569.0,272.45
544.0,270.25
509.0,268.45
500.0,267.25
